content,like,label
홍대에서 공유오피스를 찾는다면    Biz town 으로 오세요    그룹회의 미팅룸 면접장소 등 중요한 업무로 필요한 회의실 대관도 가능 합니다   언제든 편하게 Dm    문의 해주세요    자세한 사항은 링크 참고 부탁드려요  Biz town 링크http   www biz town net hongdae#홍대공유오피스 #홍대비즈타운 #biztown #홍대역1번출구 #마포구사무실 #임대사무실 #쉐어오피스 #홍대공유사무실 #홍대소호사무실 #회의실대관 #회의실추천 #미팅룸대관 #소규모회의실대여 #홍대역세권사무실,14,0
  큐브 엔터테인먼트 내방오디션  비투비   여자 아이들  장현승  펜타곤 등 글로벌 스타가 소속된큐브 엔터테인먼트 내방오디션이KMC 홍대실용음학학원에서 진행됩니다    일  시  2021   07   24 토요일 오후 2시  장  소  KMC홍대실용음악학원 공연장  지원자격  여자 06년생 11년생  남자 02년생 09년생  신청분야  노래  랩  댄스#오디션 #큐브엔터테인먼트 #내방오디션 #오디션 #아이들 #비투비 #CLC #장현승 #보컬오디션 #실용음악학원 #보컬학원 #보컬레슨 #서울보컬학원 #홍대보컬학원 #랩 #댄스 #오디션합격 #연습생 #홍대 #소속사오디션 #아이돌 #가수 #마포구보컬학원 #홍대역1번출구 #춤,15,0
  작업완료   피드 내 도안 종아리 뒷쪽에다가 받아가셨습니다   작업하고 싶었던 도안 중 하나였는데마음에 들어해주셔서 감사합니다   피드 내 도안은 소정의 가격에 작업해드려요                                                             1   1       도안 제작                                                                                                                      디엠 프로필하단링크 카카오톡채널 jinjaytattoo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           #종아리 #종아리타투 #칼타투 #칼타투도안 #칼타투디자인 #칼타투추천 #피드내도안할인 #도안이벤트 #제작도안 #도안디자인 #합정타투추천 #합정역2번출구 #홍대역1번출구 #합정타투 #올드스쿨타투 #블랙스쿨타투 #올드스쿨타투플래쉬 #올드스쿨룩 #올드스쿨패션,423,0
#고등어요리 맛집 #고등애이곳은 올때마다 실패안하고 맛있게 먹는집#홍대 #홍대역1번출구 #고등어회 #맛집 #고등어조림 #고등어구이,17,0
                                                                                                                                                                                                                                                                                                                                                                                                #      #       #    #     #          #           #        #            #무제한네일#네일투머치#홍대역1번출구,14,0
 NEW  벌써 내년 다이어리를 구매할 때가 됐구나 시간 참 빠르네용    코로나어쩌구 맨날 재난문자만 받다가 1년이 끝난느낌    개인적으로 태어나서 제일 문자 많이 받아본 한해가 아니였나 싶어요   내년은 어떨까 기대되네요  #곧2021년 #뉴다이어리 #두근두근한것들로 #채우기 #기대된다 #2021년 #운세보러가자,26,0
#피자몰홍대점#홍대역1번출구#런치메뉴피자8종류#페페로니#마약옥수수#고르곤졸라#갈릭크림치즈#더블포테이토마요#츄로도그#필리치즈미트#멜팅치즈볼,0,0
 Bug s Pet  대한민국 농부가 만드는 반려동물의 건강한 먹거리    보통 간식이 육식위주가 많잖아요 사람한테도 좋은 야채      우리 아이들한테도 당연히   좋습니다 건강하게 오래오래 같이 살자  #벅스펫 #비건 #반려동물비건 #비건테라피 #반려동물다이어트 #건강하게오래오래함께하자 ,26,0
이 집  단골예정이여 홍대역 1반출구에 있는 스테이크 어스 지나가다 들른 스테이크집 너무 맛있어여일단 양도 많고   부드럽고 맛있다는  그 푸짐한양에 17900원 왠만한 양식에 성도 안차는 제가 뽀지게 먹고 왔네여   #스테이크#스테이크어스#흐미흐미흐미 이맛이지 #양도 많아여#홍대역1번출구#가깝네#단골될거야 ,23,0
 첫촬영  어제 드디어 첫 영상 컨텐츠 촬영을 했습니다 누룸을 통해 연을 맺은 도그매틱 대표님과 너무너무 귀엽고 똑똑한 시루도 함께해서 즐거운 촬영이였어요 새로운 경험은 힘들지만 신기하고 재밌기도 한거 같아요  #첫촬영 #결과물 #기대된다 #두근두근 #모델들이훌륭해 #모두고생하셨습니다,36,0
 입동  오늘은 진짜 겨울이 시작되는 입동     이래요 근데 지난 몇일동안 보다 훨씬 따뜻한거 같은데요     따뜻한 주말을 마지막으로 엄청 추워지는건 아니겠죠  앞으로 얼마나 추워질지 모르니까 오늘 이 따뜻한 주말을 맘껏 누리세요  #입동 #진짜겨울시작인가 #왤케따뜻해#따뜻한주말 #사회적거리두고 #즐기기,33,0
 Lumple ground  One Touch 1초면 충분하다언제 어디서든 쉽고 빠르게   저희집 댕댕이는 산책은 엄청 좋아하는데 하네스나 목줄 한번 하려면 쌩 난리를 쳐서     산책 나가기 전에 저를 운동시키곤 해요 착용하고 산책나가면 그렇게 좋아하면서   착용하는 과정을 싫어하는거 같아요 럼플그라운드 하네스랑 목줄은 진짜 1초만에 착용할 수 있어서 쥐도새도 모르게 채울수 있어요   #럼플그라운드 #빌리비 #댕댕이 #하네스추천 #목줄추천 #산책용품 #반려동물용품 #1초만에끝 #너도편하고나도편하고  #나의산책도우미 #dogharness #dogcollars #dogwalking,33,0
     매장에 음악소리가 다르게 들리는 이유가 계란판때문인거 같아요 시즌준비할 때 계란판때문에 매장에 들어오면 닭똥냄새가 은은하게 났는데  이제 냄새는 안나네요    두번째 사진은 시즌준비 중에 역대급 멘붕 왔을 때 사진 분명히 같은 개수인데  벽에 완성되어 있는 것 보다 우수수 떨어진 개수가 훨씬 많아보이는 건 기분 탓이겠죠    #계란판활용 #손 #닭똥냄새주의 #이틀정도유지됨 #2주정도 #양계장으로 #출근하는기분이였음,37,0
 환절기  오늘 아침은 따뜻한 커피 향이 생각날 정도로 쌀쌀하더라구요 햇살은 저렇게 따뜻한데    하마터면 아침에 햇살때문에 속을 뻔 했어요     #환절기 #춥다 #따아생각나는 #요즘 #햇살은좋다,38,0
 한글날   세종대왕님 감사합니다 지금 핸드폰으로 글을 편하게 쓰고 있는 것도다른 나라보다 문맹율이 거의 0에 가까운 것도모두 세종대왕님 덕분입니다  #한글날   #세종대왕님 #감사합니다     ,22,0
 집사야 일찍 들어와라  낼부터 3일 연휴 오늘 저녁에 약속 있으신 분들이 많은거 같아요  홍대에 사람이 많더라구요 소근소근   그냥 쉬는날이라고 좋아하지말고 한글을 만들어주신 세종대왕께 감사하는 마음으로 지내요 우리   #한글날 #연휴 #너무돌아다니지않기 #코로나조심 #집에일찍들어가기 #애기들이기다린다,37,0
 10월은  연휴가 지나고 벌써 내일이 수요일이에요  이번주 금요일도 빨간날  신나는 10월입니다  #10월은 #빨간날의향연 #또연휴  ,33,0
 시즌 14 6  Always with you  항상 함께 였으면해  너랑나 우리둘  어느 때보다도 하늘의 아름다움에 감탄하고 있는 요즘입니다  미세먼지로 뿌연 하늘이 일상이던 작년과는 사뭇 다른  청명함을 어디에서나 만끽할 수 있는 이 가을을  복잡한 문제들은 잠시 뒤로 하고 충분히 즐겨보았으면 합니다   이런 날씨라면 우리 반려동물들과의산책도 어느때보다 행복하고 아름다울 것 같은데요 누룸은 이번 가을에도 반려동물과의 행복한 일상을 꿈꾸는 브랜드들과 함께합니다  항상 함께 있어 소중함을 잊을 때도 있지만 존재만으로도 사랑스러운 가족  친구  반려동물과 함께  행복하고 소중한 2020년의 가을날을 기억할 수 있도록 잠깐이라도 함께 공원으로 나가볼까요  #시즌14 6 # Alwayswhithyou #드디어 #반려동물시즌 #댕스타그램 #냥스타그램,33,0
#팔민물장어직판장장어 #홍대맛집 #홍대역1번출구 #맛집 #홍대 #민물장어 #살아있는 #장어 #꿈틀꿈틀 #장어구이 #활력충전,41,0
#홍대언어교환#일본어중급반#홍대역1번출구,0,0
 오늘은 맑음   날씨가 너무 좋아 오랜만에 찍어본 뷰   어제 비와 바람이 그 난리를 치더니  오늘은 완전 맑음 하늘 봤어요   구름이랑 하늘이 완전 입체적이여서 만져보고 싶더라구요  서울시내도 완전 다 보이고  매일 오늘 같으면 좋겠어요  #오늘날씨무엇 #구름이입체적 #바람도시원 #곧가을인가보다 #다음태풍이미대기중 #마지막이겠지 ,41,0
 Doggy Fantasia  하루에 한번씩 꼭 산책 시켜줘야 하는 우리 아이들 코로나때문에 매일매일 산책 나가기 쫌    미안해   우리아이들도 방구석 Fantasia가 필요해요  #도기판타지아 #DoggyFantasia  #반려견그램 #펫인뷰티 #뮤니쿤트 #프랭킷 #아이헤잇케이지 #강아지목욕 #쿨스키프,35,0
 배움의 즐거움      이번 시즌 준비하면서 작업한 이미지 실제로 공간이 완성되었을 때도 신기했지만 이렇게 사진이랑 비교해보니 뭔가 뿌듯하고 그 와중에 아쉬운 부분도 보이고 그래요  누룸 막 시작 했을 때 까지만 해도 일러스트는  1 도 할 줄 몰라서 작업시간이 엄청 길었는데      지금도 어려움       시즌을 만들어 나갈 수록 많은 것들을 배우는거 같아요    #뿌듯뿌듯 #배움의즐거움 #배움에는끝이없다 #일러스트그램 #일러스트어린이 #제일오래걸렸던작업 #더능숙해져야겠어 #그림도잘그리고싶다,27,0
 준비완료    위기는 기회다  라는 말이 있자나요   코로나 덕분에 여러분들에게 더 가까이 다가갈 아이디어를 얻었습니다    곧     어디선가 반갑게 만날 수 있을거에요    #위기는기회다 #누샵 #noushop #곧만나요  ,39,0
 방구석 FANTASIA EVENT  사상초유의 장마가 끝나고 드디어 맑은 하늘을 보게되었지만   기다렸다는 듯이 폭염이    한동안 잠잠했던 코로나까지 다시 스멀스멀   올해는 아무래도 방구석 집돌이 집순이가 정답인거 같네요      bottle works  sengdo official  chikatips official  coolean   athis official 누 룸에 오시면 도와드릴게요   #누룸이벤트 #할인이벤트 #장마끝나니폭염 #방구석이정답 #집이최고 ,126,0
0815 손풀기 연습량을 늘리자  #잼합주실 #홍대잼합주실 #홍대드럼연습 #홍대역1번출구#잼합주실 #홍대앞 #쇼미더머니촬영장소#보이스코리아촬영장소 #엠넷촬영합주실 #엠넷촬영 #홍대합주 #인디밴드합주 #홍대역합주실#홍대기타레슨 #홍대기타연습실#타임제렌탈 #합주실부스#잼뮤직랩 #이지에프엠 #기타리스트 #EasyFM#홍대잼,0,0
 생활도감                                                                                                           sengdo official 모두가 꿈꾸는 이쁘고 스타일리쉬한 욕실 하지만 현실은    갑자기 손님이 들이닥치면 숨기기 바쁜 공간이죠    인테리어는 바꿀 수 없지만 욕실을 생활도감으로 채워볼까요    #생활도감 #욕실꾸미기 #자취방꾸미기 #자취생선물 #욕실인테리어 #욕실정리 #욕실소품 #감성소품 #라이프스타일,44,0
비포 앤 애프터 가죽 작업 스킬 1업 되었습니다 노란 드럼의자가 갖고 싶었어요 와이프님이 컬러를 맘에 안들어 하십니다  DeWalt 라고 쓰고 싶은기분 #잼합주실 #홍대잼합주실 #홍대드럼연습 #홍대역1번출구#잼합주실 #홍대앞 #쇼미더머니촬영장소#보이스코리아촬영장소 #엠넷촬영합주실 #엠넷촬영 #홍대합주 #인디밴드합주 #홍대역합주실#홍대기타레슨 #홍대기타연습실#타임제렌탈 #합주실부스#잼뮤직랩 #이지에프엠 #기타리스트 #EasyFM#홍대잼,44,0
에어콘에서 물이 떨어져서 살펴보다보니   에어콘 분해청소가 가능한 스킬이 생김 #잼합주실 #홍대잼합주실 #홍대드럼연습 #홍대역1번출구#잼합주실 #홍대앞 #쇼미더머니촬영장소#보이스코리아촬영장소 #엠넷촬영합주실 #엠넷촬영 #홍대합주 #인디밴드합주 #홍대역합주실#홍대기타레슨 #홍대기타연습실#타임제렌탈 #합주실부스#잼뮤직랩 #이지에프엠 #기타리스트 #EasyFM#홍대잼 #잼,46,0
 시원한 티 한잔  지금 서울은 비도 안오고 선선한데 습도가 너무 높아서 찝찝      이런 날 탄산음료 땡기자나요      설탕가득 몸에 안좋은 탄산음료 말구 색다르게 탄산티  어떠세요   저 빨간색 얼음은 보틀웍스 피치블러썸을 냉침해서 얼린거에요   투명한 유리잔에 복숭아향 이 가득한 얼음 넣고 탄산수 부어주면 향긋한 탄산티를 즐길 수 있습니다   오감을 사로잡는 탄산티로 이 꿉꿉함 날여버려요  #보틀웍스 #냉침차 #피치블러썸티 #빨간얼음 #여름엔탄산이지 #탄산음료말고 #탄산티 #티레시피,41,0
 with       이번시즌 우리가 방구석에서 판타지아를 펼칠 수 있게 도와줄 브랜드들을 소개합니다   1 보틀웍스  bottle works커피중독인 저는 차가 이렇게 맛있는 줄 몰랐어요   요즘 보틀웍스 차로 더위를 이기고 있습니다 2 생활도감  sengdo official 안그래도 습하고 꿉꿉한 욕실  세탁실     마트에서 파는 그런 화려하고 뻔한 제품말고 생활도감으로 심플하고 스타일리쉬하게 바꿔볼까요  3 치카팁스  chikatips official 요거요거 물건이에요     누룸에서 특별 할인된 가격으로 만나요 4 쿨린  coolean  커다랗고 못생긴 선풍기말고 작지만 강력하고 살랑살랑 부드러운 바람으로 쾌적하게  #시즌13 브랜드 #보틀웍스 #생활도감 #치카팁스 #쿨린 #방구석판타지아 #장마철필수템,50,0
세번째 간판 작업 역시나 아쉬운면이 있지만   작업 자체는 생각한대로 잘 되었네요  #잼합주실 #홍대잼합주실 #홍대드럼연습 #홍대역1번출구#잼합주실 #홍대앞 #쇼미더머니촬영장소#보이스코리아촬영장소 #엠넷촬영합주실 #엠넷촬영 #홍대합주 #인디밴드합주 #홍대역합주실#홍대기타레슨 #홍대기타연습실#타임제렌탈 #합주실부스#잼뮤직랩 #이지에프엠 #기타리스트 #EasyFM#홍대잼 #잼,55,0
기타 베이스 꿀팁 혹시 공연하다가 기타 스트랩이 빠져서 난처했던 적이 있습니까 스트랩이 빠져 기타를 놓쳐서 소중한 기타의 피니쉬가 망가진적이 있습니까 지금부터 걱정은 그만 스트랩을 절대 안빠지게 할 획기적인 방법 1  안쓰는 기타 피크에 구멍을 낸다 2  스트랩핀을 빼고 구멍낸 피크를 끼운다 3  스트랩을 장착한다  끝 장점 스트랩이 절대 빠지지 않는다 단점1  스트랩이 절대 빠지지 않는다  빼고 싶으면 스트랩핀을 아예 풀러야함 2  절대라는건 없다 스트랩이 끊어지면 기타는 떨어진다 3  이미 저렴한 스트랩락 제품이 많은데  어찌 생각해보면 폼나지만  어찌보면 궁상맞다 #홍대합주실 #홍대잼합주실 #홍대드럼연습 #홍대역1번출구#잼합주실 #홍대앞 #쇼미더머니촬영장소#보이스코리아촬영장소 #엠넷촬영합주실 #엠넷촬영 #홍대합주 #인디밴드합주#홍대역합주실#홍대기타레슨 #홍대기타연습실#타임제렌탈 #합주실부스#잼뮤직랩 #이지에프엠 #기타리스트#EasyFM#홍대잼 #잼,38,0
 강제 방구석행  서울은 이번 주 내내   비가온다고 하네요     주말에도 비가 너무 많이 와서 집에만 있었는데       단조로운 방구석에서 판타지아를 펼칠 수 있게 누룸이 도와줄게요   #방구석FANTASIA #방콕템 #방구석에서 힐링하자 #방구석을 호텔부럽지않게 #요즘같은시기에 #필수템,38,0
